,id,project_code,pq_num,po_so_num,asndn_num,country,managed_by,fulfill_via,vendor_inco_term,shipment_mode,pq_first_sent_to_client_date,po_sent_to_vendor_date,scheduled_delivery_date,delivered_to_client_date,delivery_recorded_date,product_group,sub_classification,vendor,moleculetest_type,brand,dosage,dosage_form,unit_of_measure_per_pack,line_item_quantity,line_item_value,pack_price,unit_price,manufacturing_site,first_line_designation,weight_kilograms,freight_cost_usd,line_item_insurance_usd,po_sent_to_vendor_date_year,scheduled_delivery_date_year,delivered_to_client_date_year,delivery_recorded_date_year,pq_first_sent_to_client_date_year,moleculetest_type_processed,cluster_labels,active_ingredients,description_type,manufacturing_location,manufacturers,days_init_client_vendor,days_vendor_deliver_planned,days_vendor_deliver_actual,delivery_delay,recorded_date_lag,days_from__arrival,days_from_vendor_arrival
9566,85862,151-NG-T30,FPQ-8952,SO-41255,DN-2684,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2011-12-08,,2012-07-04,2012-06-03,2012-06-03,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,3479,35798.91,10.29,0.17,Mylan (formerly Matrix) Nashik,False,1047.0,17090.0,50.19,,2012,2012,2012,2011.0,lamivudine nevirapine zidovudine,3,Lamivudine/Nevirapine/Zidovudine,,"Nashik, IN",Mylan,,,,-31.0,0.0,178.0,
9568,85864,151-NG-T30,FPQ-9432,SO-42331,DN-2686,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2012-03-01,,2012-08-02,2012-06-03,2012-06-03,ARV,Pediatric,SCMS from RDC,Efavirenz,Generic,200mg,Capsule,90,2067,17858.88,8.64,0.1,"Aurobindo Unit III, India",True,307.0,17090.0,25.04,,2012,2012,2012,2012.0,efavirenz,2,Efavirenz,,"Telangana, IN",Aurobindo,,,,-60.0,0.0,94.0,
9570,85866,102-CD-T30,FPQ-9640,SO-41850,DN-2697,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,2012-04-02,,2012-09-11,2012-09-11,2012-09-11,ARV,Adult,SCMS from RDC,Lamivudine,Generic,150mg,Tablet,60,900,2097.0,2.33,0.04,Macleods Daman Plant INDIA,False,1047.0,6061.4,2.94,,2012,2012,2012,2012.0,lamivudine,0,Lamivudine,,"Daman, IN",Macleods Pharmaceuticals,,,,0.0,0.0,162.0,
9571,85867,102-CD-T30,FPQ-9640,SO-41850,DN-2697,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,2012-04-02,,2012-09-11,2012-09-11,2012-09-11,ARV,Adult,SCMS from RDC,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,120,660.0,5.5,0.18,Mylan (formerly Matrix) Nashik,False,1047.0,6061.4,0.93,,2012,2012,2012,2012.0,tenofovir disoproxil fumarate,7,Tenofovir Disoproxil Fumarate,,"Nashik, IN",Mylan,,,,0.0,0.0,162.0,
9572,85868,102-CD-T30,FPQ-9640,SO-41850,DN-2697,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,2012-04-02,,2012-09-11,2012-09-11,2012-09-11,ARV,Adult,SCMS from RDC,Zidovudine,Generic,300mg,Tablet,60,1300,8853.0,6.81,0.11,Hetero Unit III Hyderabad IN,False,1047.0,6061.4,12.41,,2012,2012,2012,2012.0,zidovudine,6,Zidovudine,,"Hyderabad, IN",Hetero,,,,0.0,0.0,162.0,
9573,85869,113-ZW-T30,FPQ-8464,SO-40891,DN-2694,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2011-10-04,,2012-10-16,2012-06-27,2012-06-27,ARV,Adult,SCMS from RDC,Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,2699,7962.05,2.95,0.05,"Strides, Bangalore, India.",False,1047.0,5530.11,13.14,,2012,2012,2012,2011.0,lamivudine stavudine,9,Lamivudine/Stavudine,,"Bangalore, IN",Strides,,,,-111.0,0.0,267.0,
9574,85870,151-NG-T30,FPQ-8952,SO-41257,DN-2706,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2011-12-08,,2012-06-20,2012-06-03,2012-06-03,ARV,Adult,SCMS from RDC,Lamivudine,Generic,150mg,Tablet,60,22100,51493.0,2.33,0.04,"Strides, Bangalore, India.",False,1047.0,17090.0,72.19,,2012,2012,2012,2011.0,lamivudine,0,Lamivudine,,"Bangalore, IN",Strides,,,,-17.0,0.0,178.0,
9576,85872,109-TZ-T30,FPQ-9271,SO-41581,DN-2718,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,2012-01-31,,2012-08-01,2012-07-25,2012-07-25,ARV,Adult,SCMS from RDC,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,10000,55000.0,5.5,0.18,"Aurobindo Unit III, India",False,1047.0,3549.9,77.11,,2012,2012,2012,2012.0,tenofovir disoproxil fumarate,7,Tenofovir Disoproxil Fumarate,,"Telangana, IN",Aurobindo,,,,-7.0,0.0,176.0,
9580,85876,114-UG-T30,FPQ-9355,SO-41591,DN-2740,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,2012-02-20,,2012-09-05,2012-07-30,2012-07-30,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,4879,47862.99,9.81,0.16,Mylan (formerly Matrix) Nashik,True,637.0,5081.05,67.1,,2012,2012,2012,2012.0,lamivudine nevirapine zidovudine,3,Lamivudine/Nevirapine/Zidovudine,,"Nashik, IN",Mylan,,,,-37.0,0.0,161.0,
9581,85877,113-ZW-T30,FPQ-8464,SO-40890,DN-2741,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2011-10-04,,2012-10-16,2012-07-23,2012-07-23,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30,17422,66377.82,3.81,0.13,"Aurobindo Unit III, India",False,1047.0,15299.58,109.52,,2012,2012,2012,2011.0,efavirenz,2,Efavirenz,,"Telangana, IN",Aurobindo,,,,-85.0,0.0,293.0,
9584,85880,151-NG-T30,FPQ-9432,SO-42801,DN-2766,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2012-03-01,,2012-08-02,2012-07-24,2012-07-24,ARV,Adult,SCMS from RDC,Abacavir,Generic,300mg,Tablet,60,6100,79056.0,12.96,0.22,Mylan (formerly Matrix) Nashik,True,681.0,16532.5,110.84,,2012,2012,2012,2012.0,abacavir,5,Abacavir,,"Nashik, IN",Mylan,,,,-9.0,0.0,145.0,
9585,85881,151-NG-T30,FPQ-9432,SO-42803,DN-2769,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2012-03-01,,2012-08-02,2012-07-24,2012-07-24,ARV,Adult,SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,28839,159768.06,5.54,0.18,Mylan (formerly Matrix) Nashik,False,1047.0,16532.5,223.99,,2012,2012,2012,2012.0,lamivudine tenofovir disoproxil fumarate,7,Lamivudine/Tenofovir Disoproxil Fumarate,,"Nashik, IN",Mylan,,,,-9.0,0.0,145.0,
9586,85882,107-RW-T30,FPQ-10119,SO-42750,DN-2770,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,2012-06-18,,2012-08-31,2012-08-16,2012-08-16,ARV,Adult,SCMS from RDC,Zidovudine,Generic,300mg,Tablet,60,90,608.4,6.76,0.11,Hetero Unit III Hyderabad IN,True,5.0,721.36,0.85,,2012,2012,2012,2012.0,zidovudine,6,Zidovudine,,"Hyderabad, IN",Hetero,,,,-15.0,0.0,59.0,
9587,85883,104-CI-T30,FPQ-9261,SO-41480,DN-2777,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2012-01-30,,2012-08-20,2012-08-18,2012-08-18,ARV,Adult,SCMS from RDC,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,8640,129945.6,15.04,0.5,Mylan (formerly Matrix) Nashik,True,972.0,4754.53,182.18,,2012,2012,2012,2012.0,efavirenz emtricitabine tenofovir disoproxil fumarate,7,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,,"Nashik, IN",Mylan,,,,-2.0,0.0,201.0,
9589,85885,107-RW-T30,FPQ-9888,SO-42133,DN-2789,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,2012-05-11,,2012-08-24,2012-08-16,2012-08-16,ARV,Adult,SCMS from RDC,Abacavir,Generic,300mg,Tablet,60,10537,138561.55,13.15,0.22,"Aurobindo Unit III, India",True,1048.0,18613.69,194.26,,2012,2012,2012,2012.0,abacavir,5,Abacavir,,"Telangana, IN",Aurobindo,,,,-8.0,0.0,97.0,
9592,85888,104-CI-T30,FPQ-10324,SO-42920,DN-2795,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2012-07-11,,2012-08-21,2012-08-30,2012-08-30,ARV,Adult,SCMS from RDC,Zidovudine,Generic,300mg,Tablet,60,9000,60840.0,6.76,0.11,"Aurobindo Unit III, India",True,486.0,3028.66,85.3,,2012,2012,2012,2012.0,zidovudine,6,Zidovudine,,"Telangana, IN",Aurobindo,,,,9.0,0.0,50.0,
9596,85892,102-CD-T30,FPQ-9906,SO-42340,DN-2812,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,2012-05-15,,2013-02-14,2013-02-14,2013-02-14,ARV,Adult,SCMS from RDC,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,306,8968.86,29.31,0.24,Mylan (formerly Matrix) Nashik,False,1047.0,25634.47,12.57,,2013,2013,2013,2012.0,lopinavir ritonavir,8,Lopinavir/Ritonavir,,"Nashik, IN",Mylan,,,,0.0,0.0,275.0,
9599,85895,104-CI-T30,FPQ-9063,SO-41340,DN-2827,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2011-12-21,,2012-09-28,2012-08-31,2012-08-31,ARV,Adult,SCMS from RDC,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,8640,129945.6,15.04,0.5,Mylan (formerly Matrix) Nashik,True,979.0,4869.4,182.18,,2012,2012,2012,2011.0,efavirenz emtricitabine tenofovir disoproxil fumarate,7,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,,"Nashik, IN",Mylan,,,,-28.0,0.0,254.0,
9600,85896,114-UG-T30,FPQ-9355,SO-41595,DN-2828,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,2012-02-20,,2012-09-24,2012-09-24,2012-09-24,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,1319,10552.0,8.0,0.13,Hetero Unit III Hyderabad IN,True,108.0,1618.01,14.79,,2012,2012,2012,2012.0,lamivudine zidovudine,6,Lamivudine/Zidovudine,,"Hyderabad, IN",Hetero,,,,0.0,0.0,217.0,
9601,85897,114-UG-T30,FPQ-9875,SO-42052,DN-2830,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2012-05-09,,2012-10-18,2012-10-18,2012-10-18,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60,30348,74049.12,2.44,0.04,Hetero Unit III Hyderabad IN,False,1047.0,9325.16,103.82,,2012,2012,2012,2012.0,nevirapine,1,Nevirapine,,"Hyderabad, IN",Hetero,,,,0.0,0.0,162.0,
9602,85898,110-ZM-T30,FPQ-9773,SO-41991,DN-2833,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2012-04-27,,2012-09-25,2012-09-07,2012-09-07,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60,41926,102299.44,2.44,0.04,Hetero Unit III Hyderabad IN,False,1047.0,7317.47,143.42,,2012,2012,2012,2012.0,nevirapine,1,Nevirapine,,"Hyderabad, IN",Hetero,,,,-18.0,0.0,133.0,
9603,85899,107-RW-T30,FPQ-10015,SO-42480,DN-2848,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,2012-06-04,,2012-09-28,2012-09-13,2012-09-13,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60,10078,24590.32,2.44,0.04,"Strides, Bangalore, India.",False,1047.0,26081.05,34.48,,2012,2012,2012,2012.0,nevirapine,1,Nevirapine,,"Bangalore, IN",Strides,,,,-15.0,0.0,101.0,
9604,85900,104-CI-T30,FPQ-9749,SO-42380,DN-2861,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2012-04-19,,2012-10-29,2012-10-01,2012-10-01,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30,43772,166771.32,3.81,0.13,"Aurobindo Unit III, India",False,1047.0,15677.98,233.81,,2012,2012,2012,2012.0,efavirenz,2,Efavirenz,,"Telangana, IN",Aurobindo,,,,-28.0,0.0,165.0,
9605,85901,104-CI-T30,FPQ-8790,SO-41204,DN-2868,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2011-11-11,,2012-10-31,2012-10-05,2012-10-05,ARV,Adult,SCMS from RDC,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,1781,8584.42,4.82,0.16,Mylan (formerly Matrix) Nashik,True,99.0,1113.0,12.04,,2012,2012,2012,2011.0,tenofovir disoproxil fumarate,7,Tenofovir Disoproxil Fumarate,,"Nashik, IN",Mylan,,,,-26.0,0.0,329.0,
9606,85902,104-CI-T30,FPQ-9063,SO-41362,DN-2870,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2011-12-21,,2012-10-15,2012-10-05,2012-10-05,ARV,Adult,SCMS from RDC,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,10080,144950.4,14.38,0.48,Mylan (formerly Matrix) Nashik,True,1143.0,8158.93,203.22,,2012,2012,2012,2011.0,efavirenz emtricitabine tenofovir disoproxil fumarate,7,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,,"Nashik, IN",Mylan,,,,-10.0,0.0,289.0,
9607,85903,900-SS-T30,FPQ-10514,SO-43060,DN-2871,South Sudan,PMO - US,From RDC,N/A - From RDC,Air,2012-08-17,,2012-11-30,2012-11-30,2012-11-30,ARV,Adult,SCMS from RDC,Lamivudine,Generic,150mg,Tablet,60,270,599.4,2.22,0.04,Hetero Unit III Hyderabad IN,False,1047.0,742.98,0.84,,2012,2012,2012,2012.0,lamivudine,0,Lamivudine,,"Hyderabad, IN",Hetero,,,,0.0,0.0,105.0,
9608,85904,104-CI-T30,FPQ-9749,SO-42400,DN-2880,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2012-04-19,,2012-10-30,2012-10-24,2012-10-24,ARV,Adult,SCMS from RDC,Abacavir/Lamivudine,Generic,600/300mg,Tablet - FDC,30,2880,64800.0,22.5,0.75,"Aurobindo Unit III, India",False,1047.0,17129.96,90.85,,2012,2012,2012,2012.0,abacavir lamivudine,5,Abacavir/Lamivudine,,"Telangana, IN",Aurobindo,,,,-6.0,0.0,188.0,
9611,85907,900-CM-T30,FPQ-10641,SO-43380,DN-2887,Cameroon,PMO - US,From RDC,N/A - From RDC,Air Charter,2012-09-19,,2012-11-07,2012-10-17,2012-10-17,ARV,Adult,SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,18486,99084.96,5.36,0.18,"Cipla, Kurkumbh, India",False,1047.0,76176.43,138.92,,2012,2012,2012,2012.0,lamivudine tenofovir disoproxil fumarate,7,Lamivudine/Tenofovir Disoproxil Fumarate,,"Kurkumbh, IN",Cipla,,,,-21.0,0.0,28.0,
9612,85908,109-TZ-T30,FPQ-9303,SO-41550,DN-2888,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,2012-02-15,,2012-11-30,2012-11-06,2012-11-06,ARV,Pediatric,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,30/50/6mg,Chewable/dispersible tablet - FDC,60,17600,40480.0,2.3,0.04,"Cipla, Goa, India",True,3526.0,8977.0,56.75,,2012,2012,2012,2012.0,lamivudine nevirapine stavudine,9,Lamivudine/Nevirapine/Stavudine,,"Goa, IN",Cipla,,,,-24.0,0.0,265.0,
9613,85909,114-UG-T30,FPQ-10556,SO-43170,DN-2897,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2012-08-30,,2012-12-06,2012-10-29,2012-10-29,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60,510,1234.2,2.42,0.04,Hetero Unit III Hyderabad IN,False,1047.0,2159.1,1.73,,2012,2012,2012,2012.0,nevirapine,1,Nevirapine,,"Hyderabad, IN",Hetero,,,,-38.0,0.0,60.0,
9615,85911,111-MZ-T30,FPQ-10210,SO-42821,DN-2911,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2012-06-28,,2012-11-30,2012-11-14,2012-11-14,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,24732,190931.04,7.72,0.13,Hetero Unit III Hyderabad IN,True,2143.0,6323.1,267.69,,2012,2012,2012,2012.0,lamivudine zidovudine,6,Lamivudine/Zidovudine,,"Hyderabad, IN",Hetero,,,,-16.0,0.0,139.0,
9617,85913,107-RW-T30,FPQ-10119,SO-42700,DN-2915,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,2012-06-18,,2013-01-16,2013-01-16,2013-01-16,ARV,Adult,SCMS from RDC,Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,5468,16130.6,2.95,0.05,Hetero Unit III Hyderabad IN,True,437.0,2928.4,22.62,,2013,2013,2013,2012.0,lamivudine stavudine,9,Lamivudine/Stavudine,,"Hyderabad, IN",Hetero,,,,0.0,0.0,212.0,
9618,85914,107-RW-T30,FPQ-9969,SO-42420,DN-2916,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,2012-05-25,,2013-01-16,2013-01-16,2013-01-16,ARV,Adult,SCMS from RDC,Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,13152,38798.4,2.95,0.05,Hetero Unit III Hyderabad IN,True,1045.0,6152.0,54.4,,2013,2013,2013,2012.0,lamivudine stavudine,9,Lamivudine/Stavudine,,"Hyderabad, IN",Hetero,,,,0.0,0.0,236.0,
9619,85915,103-ZW-T30,FPQ-9907,SO-42200,DN-2913,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2012-05-15,,2012-11-19,2012-11-19,2012-11-19,ARV,Pediatric,SCMS from RDC,Lamivudine/Zidovudine,Generic,30/60mg,Tablet - FDC,60,2267,6256.92,2.76,0.05,"Aurobindo Unit III, India",False,1047.0,6933.76,8.77,,2012,2012,2012,2012.0,lamivudine zidovudine,6,Lamivudine/Zidovudine,,"Telangana, IN",Aurobindo,,,,0.0,0.0,188.0,
9622,85918,151-NG-T30,FPQ-9968,SO-43434,DN-2945,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,2012-05-23,,2012-11-30,2012-12-04,2012-12-04,ARV,Adult,SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,15594,83583.84,5.36,0.18,"Cipla, Kurkumbh, India",False,1047.0,51090.0,117.18,,2012,2012,2012,2012.0,lamivudine tenofovir disoproxil fumarate,7,Lamivudine/Tenofovir Disoproxil Fumarate,,"Kurkumbh, IN",Cipla,,,,4.0,0.0,195.0,
9623,85919,114-UG-T30,FPQ-10357,SO-42901,DN-2964,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,2012-07-18,,2013-02-05,2013-02-05,2013-02-05,ARV,Adult,SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,48,257.28,5.36,0.18,Hetero Unit III Hyderabad IN,True,5.0,673.25,0.36,,2013,2013,2013,2012.0,lamivudine tenofovir disoproxil fumarate,7,Lamivudine/Tenofovir Disoproxil Fumarate,,"Hyderabad, IN",Hetero,,,,0.0,0.0,202.0,
9626,85922,114-UG-T30,FPQ-10780,SO-43470,DN-2971,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2012-10-10,,2013-01-31,2013-02-01,2013-02-01,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60,699,1691.58,2.42,0.04,Hetero Unit III Hyderabad IN,False,1047.0,4002.01,2.37,,2013,2013,2013,2012.0,nevirapine,1,Nevirapine,,"Hyderabad, IN",Hetero,,,,1.0,0.0,114.0,
9627,85923,113-ZW-T30,FPQ-11422,SO-44010,DN-2979,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Air,2013-01-04,,2013-02-15,2013-01-24,2013-01-24,ARV,Adult,SCMS from RDC,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,1573,38947.48,24.76,0.21,"Aurobindo Unit III, India",True,388.0,2392.0,48.18,,2013,2013,2013,2013.0,lopinavir ritonavir,8,Lopinavir/Ritonavir,,"Telangana, IN",Aurobindo,,,,-22.0,0.0,20.0,
9628,85924,114-UG-T30,FPQ-10556,SO-43160,DN-2952,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2012-08-30,,2013-02-02,2013-02-02,2013-02-02,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,3235,31120.7,9.62,0.16,Hetero Unit III Hyderabad IN,False,1047.0,9609.69,43.63,,2013,2013,2013,2012.0,lamivudine nevirapine zidovudine,3,Lamivudine/Nevirapine/Zidovudine,,"Hyderabad, IN",Hetero,,,,0.0,0.0,156.0,
9629,85925,101-CD-T30,FPQ-11054,SO-43680,DN-2981,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,2012-11-16,,2013-09-11,2013-09-11,2013-09-11,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,24391,218787.27,8.97,0.15,"Aurobindo Unit III, India",False,1047.0,40434.04,270.64,,2013,2013,2013,2012.0,lamivudine nevirapine zidovudine,3,Lamivudine/Nevirapine/Zidovudine,,"Telangana, IN",Aurobindo,,,,0.0,0.0,299.0,
9631,85927,114-UG-T30,FPQ-11143,SO-43930,DN-2986,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2012-12-13,,2013-02-22,2013-02-25,2013-02-25,ARV,Pediatric,SCMS from RDC,Lamivudine/Zidovudine,Generic,30/60mg,Tablet - FDC,60,2512,5677.12,2.26,0.04,"Aurobindo Unit III, India",True,177.0,3255.61,7.02,,2013,2013,2013,2012.0,lamivudine zidovudine,6,Lamivudine/Zidovudine,,"Telangana, IN",Aurobindo,,,,3.0,0.0,74.0,
9636,85932,114-UG-T30,FPQ-11143,SO-43961,DN-3001,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2012-12-13,,2013-02-22,2013-02-20,2013-02-20,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30,9354,33300.24,3.56,0.12,"Aurobindo Unit III, India",False,1047.0,28382.05,41.19,,2013,2013,2013,2012.0,efavirenz,2,Efavirenz,,"Telangana, IN",Aurobindo,,,,-2.0,0.0,69.0,
9637,85936,114-UG-T30,FPQ-10786,SO-43520,DN-3011,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2012-10-10,,2013-03-04,2013-03-04,2013-03-04,ARV,Adult,SCMS from RDC,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,8494,210311.44,24.76,0.21,"Aurobindo Unit III, India",True,2089.0,17032.59,260.16,,2013,2013,2013,2012.0,lopinavir ritonavir,8,Lopinavir/Ritonavir,,"Telangana, IN",Aurobindo,,,,0.0,0.0,145.0,
9639,85939,104-CI-T30,FPQ-10626,SO-43300,DN-3021,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2012-09-06,,2013-03-28,2013-02-28,2013-02-28,ARV,Adult,SCMS from RDC,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,5800,23432.0,4.04,0.13,Mylan (formerly Matrix) Nashik,False,1047.0,10680.14,32.85,,2013,2013,2013,2012.0,tenofovir disoproxil fumarate,7,Tenofovir Disoproxil Fumarate,,"Nashik, IN",Mylan,,,,-28.0,0.0,175.0,
9641,85941,103-ZW-T30,FPQ-9907,SO-42260,DN-3032,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2012-05-15,,2013-03-31,2013-03-14,2013-03-14,ARV,Pediatric,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,39850,165377.5,4.15,0.07,Mylan (formerly Matrix) Nashik,False,1047.0,9405.81,231.86,,2013,2013,2013,2012.0,lamivudine nevirapine zidovudine,3,Lamivudine/Nevirapine/Zidovudine,,"Nashik, IN",Mylan,,,,-17.0,0.0,303.0,
9642,85942,114-UG-T30,FPQ-11143,SO-43940,DN-3034,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2012-12-13,,2013-03-29,2013-03-01,2013-03-01,ARV,Pediatric,SCMS from RDC,Efavirenz,Generic,200mg,Tablet,90,257,1876.1,7.3,0.08,"Strides, Bangalore, India.",False,1047.0,39037.7,2.32,,2013,2013,2013,2012.0,efavirenz,2,Efavirenz,,"Bangalore, IN",Strides,,,,-28.0,0.0,78.0,
9643,85943,106-HT-T30,FPQ-11281,SO-44400,DN-3015,Haiti,PMO - US,From RDC,N/A - From RDC,Air,2013-01-16,,2013-04-09,2013-03-14,2013-03-14,ARV,Adult,SCMS from RDC,Abacavir,Generic,300mg,Tablet,60,2610,33825.6,12.96,0.22,"Aurobindo Unit III, India",False,1047.0,161712.87,41.84,,2013,2013,2013,2013.0,abacavir,5,Abacavir,,"Telangana, IN",Aurobindo,,,,-26.0,0.0,57.0,
9647,85948,111-MZ-T30,FPQ-10211,SO-42860,DN-3063,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2012-06-28,,2013-04-08,2013-04-16,2013-04-16,ARV,Adult,SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,7680,36096.0,4.7,0.16,"Aurobindo Unit VII, IN",False,1047.0,4120.7,50.61,,2013,2013,2013,2012.0,lamivudine tenofovir disoproxil fumarate,7,Lamivudine/Tenofovir Disoproxil Fumarate,,"Jedcherla, Hyderaba IN",Aurobindo,,,,8.0,0.0,292.0,
9653,85958,111-MZ-T30,FPQ-11882,SO-44830,DN-3110,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2013-03-19,,2013-06-06,2013-06-20,2013-06-20,ARV,Adult,SCMS from RDC,Zidovudine,Generic,300mg,Tablet,60,2151,14067.54,6.54,0.11,"Aurobindo Unit III, India",False,1047.0,7852.98,17.4,,2013,2013,2013,2013.0,zidovudine,6,Zidovudine,,"Telangana, IN",Aurobindo,,,,14.0,0.0,93.0,
9654,85959,111-MZ-T30,FPQ-11882,SO-44830,DN-3110,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2013-03-19,,2013-06-06,2013-06-20,2013-06-20,ARV,Adult,SCMS from RDC,Zidovudine,Generic,300mg,Tablet,60,567,3708.18,6.54,0.11,Hetero Unit III Hyderabad IN,False,1047.0,7852.98,4.59,,2013,2013,2013,2013.0,zidovudine,6,Zidovudine,,"Hyderabad, IN",Hetero,,,,14.0,0.0,93.0,
